"Anio_hecho","mes_hecho","Nombre_Municipio","Nombre_Departamento","Total_Victimas","Riesgo"
"1981","1","CIMITARRA - SANTANDER","SANTANDER",7,"1"
"1981","1","EL CARMEN DE CHUCURI - SANTANDER","SANTANDER",1,"0"
"1981","1","EL DONCELLO - CAQUETA","CAQUETA",1,"0"
"1981","1","LA MONTAÑITA - CAQUETA","CAQUETA",3,"1"
"1981","1","MAICAO - LA GUAJIRA","LA GUAJIRA",1,"0"
"1981","1","MILAN - CAQUETA","CAQUETA",1,"0"
"1981","1","MONTERIA - CORDOBA","CORDOBA",1,"0"
"1981","1","PADILLA - CAUCA","CAUCA",2,"0"
"1981","1","PASTO - NARIÑO","NARIÑO",1,"0"
"1981","1","RIOSUCIO - CHOCO","CHOCO",1,"0"
"1981","1","SAN VICENTE DEL CAGUAN - CAQUETA","CAQUETA",1,"0"
"1981","1","SANTA MARTA - MAGDALENA","MAGDALENA",1,"0"
"1981","1","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1981","1","TIQUISIO - BOLIVAR","BOLIVAR",1,"0"
"1981","1","URIBE - META","META",1,"0"
"1981","1","VISTAHERMOSA - META","META",3,"1"
"1981","1","YACOPI - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"1981","2","BOLIVAR - CAUCA","CAUCA",1,"0"
"1981","2","FLORENCIA - CAQUETA","CAQUETA",1,"0"
"1981","2","MILAN - CAQUETA","CAQUETA",2,"0"
"1981","2","PEREIRA - RISARALDA","RISARALDA",1,"0"
"1981","3","BUGALAGRANDE - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1981","3","CABRERA - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"1981","3","FLORENCIA - CAQUETA","CAQUETA",1,"0"
"1981","3","HONDA - TOLIMA","TOLIMA",1,"0"
"1981","3","MEDELLIN - ANTIOQUIA","ANTIOQUIA",1,"0"
"1981","3","PUERTO RICO - CAQUETA","CAQUETA",1,"0"
"1981","3","SAN VICENTE DE CHUCURI - SANTANDER","SANTANDER",2,"0"
"1981","4","CARTAGENA DEL CHAIRA - CAQUETA","CAQUETA",1,"0"
"1981","4","CIMITARRA - SANTANDER","SANTANDER",2,"0"
"1981","4","EL PAUJIL - CAQUETA","CAQUETA",1,"0"
"1981","4","FLORENCIA - CAQUETA","CAQUETA",3,"1"
"1981","4","ICONONZO - TOLIMA","TOLIMA",1,"0"
"1981","4","NEIVA - HUILA","HUILA",1,"0"
"1981","4","PUERTO BOYACA - BOYACA","BOYACA",1,"0"
"1981","4","PUERTO PARRA - SANTANDER","SANTANDER",1,"0"
"1981","4","SAN JOSE DEL GUAVIARE - GUAVIARE","GUAVIARE",1,"0"
"1981","4","SAN JUAN DEL CESAR - LA GUAJIRA","LA GUAJIRA",1,"0"
"1981","4","SAN ZENON - MAGDALENA","MAGDALENA",2,"0"
"1981","4","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1981","4","SOLANO - CAQUETA","CAQUETA",1,"0"
"1981","5","CIENAGA - MAGDALENA","MAGDALENA",1,"0"
"1981","5","FLORENCIA - CAQUETA","CAQUETA",2,"0"
"1981","5","LA DORADA - CALDAS","CALDAS",1,"0"
"1981","5","LA PAZ - SANTANDER","SANTANDER",1,"0"
"1981","5","LORICA - CORDOBA","CORDOBA",6,"1"
"1981","5","PUERTO PARRA - SANTANDER","SANTANDER",1,"0"
"1981","5","SAN JOSE DEL FRAGUA - CAQUETA","CAQUETA",5,"1"
"1981","5","SUAZA - HUILA","HUILA",1,"0"
"1981","5","VALLEDUPAR - CESAR","CESAR",1,"0"
"1981","6","EL PAUJIL - CAQUETA","CAQUETA",2,"0"
"1981","6","FLORENCIA - CAQUETA","CAQUETA",1,"0"
"1981","6","FRONTINO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1981","6","NEIVA - HUILA","HUILA",1,"0"
"1981","6","SAN CARLOS - ANTIOQUIA","ANTIOQUIA",1,"0"
"1981","6","SAN JOSE DEL GUAVIARE - GUAVIARE","GUAVIARE",1,"0"
"1981","6","SAN RAFAEL - ANTIOQUIA","ANTIOQUIA",1,"0"
"1981","6","SAN VICENTE DEL CAGUAN - CAQUETA","CAQUETA",1,"0"
"1981","7","FUSAGASUGA - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"1981","7","PUERTO RICO - CAQUETA","CAQUETA",1,"0"
"1981","7","SAN JOSE DEL FRAGUA - CAQUETA","CAQUETA",1,"0"
"1981","8","CIMITARRA - SANTANDER","SANTANDER",1,"0"
"1981","8","FLORENCIA - CAQUETA","CAQUETA",2,"0"
"1981","8","LA BELLEZA - SANTANDER","SANTANDER",1,"0"
"1981","8","MEDELLIN - ANTIOQUIA","ANTIOQUIA",1,"0"
"1981","8","MESETAS - META","META",1,"0"
"1981","8","PASTO - NARIÑO","NARIÑO",1,"0"
"1981","8","SAN VICENTE DEL CAGUAN - CAQUETA","CAQUETA",1,"0"
"1981","8","VISTAHERMOSA - META","META",1,"0"
"1981","9","BELEN DE UMBRIA - RISARALDA","RISARALDA",1,"0"
"1981","9","FLORENCIA - CAQUETA","CAQUETA",2,"0"
"1981","9","FORTUL - ARAUCA","ARAUCA",2,"0"
"1981","9","PUERTO RICO - CAQUETA","CAQUETA",1,"0"
"1981","9","SAN JOSE DEL FRAGUA - CAQUETA","CAQUETA",1,"0"
"1981","9","SARAVENA - ARAUCA","ARAUCA",1,"0"
"1981","9","SOACHA - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"1981","9","URIBE - META","META",1,"0"
"1981","10","ALTOS DEL ROSARIO - BOLIVAR","BOLIVAR",1,"0"
"1981","10","CIMITARRA - SANTANDER","SANTANDER",1,"0"
"1981","10","CURILLO - CAQUETA","CAQUETA",2,"0"
"1981","10","EL CARMEN DE BOLIVAR - BOLIVAR","BOLIVAR",1,"0"
"1981","10","MESETAS - META","META",4,"1"
"1981","10","SAN JOSE DEL FRAGUA - CAQUETA","CAQUETA",1,"0"
"1981","10","SOLITA - CAQUETA","CAQUETA",1,"0"
"1981","10","URIBE - META","META",3,"1"
"1981","10","VALPARAISO - CAQUETA","CAQUETA",2,"0"
"1981","10","VISTAHERMOSA - META","META",1,"0"
"1981","11","APARTADO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1981","11","CIMITARRA - SANTANDER","SANTANDER",1,"0"
"1981","11","EL ZULIA - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"1981","11","FLORENCIA - CAQUETA","CAQUETA",3,"1"
"1981","11","LA BELLEZA - SANTANDER","SANTANDER",1,"0"
"1981","11","MANIZALES - CALDAS","CALDAS",1,"0"
"1981","11","MOCOA - PUTUMAYO","PUTUMAYO",1,"0"
"1981","11","NEIVA - HUILA","HUILA",4,"1"
"1981","11","PUERTO ASIS - PUTUMAYO","PUTUMAYO",1,"0"
"1981","11","SAN JOSE DEL FRAGUA - CAQUETA","CAQUETA",1,"0"
"1981","12","CARTAGENA DE INDIAS - BOLIVAR","BOLIVAR",1,"0"
"1981","12","COCORNA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1981","12","CURILLO - CAQUETA","CAQUETA",1,"0"
"1981","12","HONDA - TOLIMA","TOLIMA",1,"0"
"1981","12","MEDELLIN - ANTIOQUIA","ANTIOQUIA",1,"0"
"1981","12","MILAN - CAQUETA","CAQUETA",1,"0"
"1981","12","NECOCLI - ANTIOQUIA","ANTIOQUIA",1,"0"
"1981","12","PALMIRA - VALLE DEL CAUCA","VALLE DEL CAUCA",2,"0"
"1981","12","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1981","12","SAN JOSE DEL FRAGUA - CAQUETA","CAQUETA",4,"1"
"1981","12","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1981","12","SOLITA - CAQUETA","CAQUETA",1,"0"
"1981","12","UNGUIA - CHOCO","CHOCO",1,"0"
"1982","0","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","0","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1982","1","AGUSTIN CODAZZI - CESAR","CESAR",1,"0"
"1982","1","ARAUCA - ARAUCA","ARAUCA",1,"0"
"1982","1","BARBOSA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","1","BOGOTA, D.C. - BOGOTA, D. C.","BOGOTA, D. C.",1,"0"
"1982","1","BUCARAMANGA - SANTANDER","SANTANDER",1,"0"
"1982","1","CANDELARIA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1982","1","CARTAGENA DEL CHAIRA - CAQUETA","CAQUETA",3,"1"
"1982","1","CIMITARRA - SANTANDER","SANTANDER",1,"0"
"1982","1","CURILLO - CAQUETA","CAQUETA",1,"0"
"1982","1","EL CARMEN DE ATRATO - CHOCO","CHOCO",1,"0"
"1982","1","EL CARMEN DE CHUCURI - SANTANDER","SANTANDER",1,"0"
"1982","1","ENVIGADO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","1","FLORENCIA - CAQUETA","CAQUETA",3,"1"
"1982","1","MEDELLIN - ANTIOQUIA","ANTIOQUIA",6,"1"
"1982","1","PALMIRA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1982","1","PELAYA - CESAR","CESAR",2,"0"
"1982","1","PUERTO BOYACA - BOYACA","BOYACA",1,"0"
"1982","1","PUERTO LEGUIZAMO - PUTUMAYO","PUTUMAYO",1,"0"
"1982","1","RIOSUCIO - CHOCO","CHOCO",1,"0"
"1982","1","SAN JOSE DEL GUAVIARE - GUAVIARE","GUAVIARE",2,"0"
"1982","1","SAN VICENTE DEL CAGUAN - CAQUETA","CAQUETA",1,"0"
"1982","1","SANTA HELENA DEL OPON - SANTANDER","SANTANDER",1,"0"
"1982","1","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1982","1","SOLITA - CAQUETA","CAQUETA",1,"0"
"1982","1","TARAZA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","1","TURBO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","2","ALGECIRAS - HUILA","HUILA",1,"0"
"1982","2","BOLIVAR - SANTANDER","SANTANDER",1,"0"
"1982","2","CARTAGENA DEL CHAIRA - CAQUETA","CAQUETA",1,"0"
"1982","2","FLORENCIA - CAQUETA","CAQUETA",1,"0"
"1982","2","LA MONTAÑITA - CAQUETA","CAQUETA",1,"0"
"1982","2","MEDELLIN - ANTIOQUIA","ANTIOQUIA",6,"1"
"1982","2","NEIVA - HUILA","HUILA",1,"0"
"1982","2","PEREIRA - RISARALDA","RISARALDA",1,"0"
"1982","2","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",2,"0"
"1982","2","PUERTO BOYACA - BOYACA","BOYACA",1,"0"
"1982","2","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",2,"0"
"1982","2","SOLANO - CAQUETA","CAQUETA",2,"0"
"1982","2","SOLITA - CAQUETA","CAQUETA",1,"0"
"1982","2","TIBU - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"1982","2","TIERRALTA - CORDOBA","CORDOBA",3,"1"
"1982","3","APARTADO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","3","ARAUCA - ARAUCA","ARAUCA",1,"0"
"1982","3","ARGELIA - CAUCA","CAUCA",1,"0"
"1982","3","BARRANQUILLA - ATLANTICO","ATLANTICO",1,"0"
"1982","3","BOGOTA, D.C. - BOGOTA, D. C.","BOGOTA, D. C.",18,"1"
"1982","3","CARTAGENA DEL CHAIRA - CAQUETA","CAQUETA",2,"0"
"1982","3","MEDELLIN - ANTIOQUIA","ANTIOQUIA",4,"1"
"1982","3","POPAYAN - CAUCA","CAUCA",1,"0"
"1982","3","PUERTO BOYACA - BOYACA","BOYACA",4,"1"
"1982","3","SAN JOSE DEL FRAGUA - CAQUETA","CAQUETA",1,"0"
"1982","3","SAN PABLO - BOLIVAR","BOLIVAR",2,"0"
"1982","3","SARAVENA - ARAUCA","ARAUCA",1,"0"
"1982","4","ANORI - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","4","BARRANCABERMEJA - SANTANDER","SANTANDER",1,"0"
"1982","4","BOGOTA, D.C. - BOGOTA, D. C.","BOGOTA, D. C.",1,"0"
"1982","4","CIMITARRA - SANTANDER","SANTANDER",1,"0"
"1982","4","FLORENCIA - CAQUETA","CAQUETA",2,"0"
"1982","4","MEDELLIN - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","4","SAN VICENTE DEL CAGUAN - CAQUETA","CAQUETA",1,"0"
"1982","4","TIERRALTA - CORDOBA","CORDOBA",1,"0"
"1982","4","TUNJA - BOYACA","BOYACA",1,"0"
"1982","5","AGUACHICA - CESAR","CESAR",3,"1"
"1982","5","AMALFI - ANTIOQUIA","ANTIOQUIA",2,"0"
"1982","5","CIMITARRA - SANTANDER","SANTANDER",2,"0"
"1982","5","LA PINTADA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","5","MEDELLIN - ANTIOQUIA","ANTIOQUIA",4,"1"
"1982","5","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",2,"0"
"1982","5","SAN JOSE DEL FRAGUA - CAQUETA","CAQUETA",1,"0"
"1982","5","SARAVENA - ARAUCA","ARAUCA",1,"0"
"1982","5","SOLANO - CAQUETA","CAQUETA",1,"0"
"1982","5","TURBO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","6","APARTADO - ANTIOQUIA","ANTIOQUIA",5,"1"
"1982","6","ARAUCA - ARAUCA","ARAUCA",1,"0"
"1982","6","BARRANQUILLA - ATLANTICO","ATLANTICO",1,"0"
"1982","6","BOLIVAR - SANTANDER","SANTANDER",2,"0"
"1982","6","CAUCASIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","6","MEDELLIN - ANTIOQUIA","ANTIOQUIA",3,"1"
"1982","6","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","6","PUERTO BOYACA - BOYACA","BOYACA",1,"0"
"1982","6","PUERTO PARRA - SANTANDER","SANTANDER",4,"1"
"1982","6","SAN VICENTE DEL CAGUAN - CAQUETA","CAQUETA",1,"0"
"1982","6","TAMESIS - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","6","TURBO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","7","FLORENCIA - CAQUETA","CAQUETA",1,"0"
"1982","7","MONTERIA - CORDOBA","CORDOBA",1,"0"
"1982","7","PUERTO TRIUNFO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","7","REMEDIOS - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","7","SAN VICENTE DE CHUCURI - SANTANDER","SANTANDER",5,"1"
"1982","7","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1982","8","AGUACHICA - CESAR","CESAR",2,"0"
"1982","8","BALBOA - CAUCA","CAUCA",1,"0"
"1982","8","BOGOTA, D.C. - BOGOTA, D. C.","BOGOTA, D. C.",5,"1"
"1982","8","COCORNA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","8","FLORIDA - VALLE DEL CAUCA","VALLE DEL CAUCA",2,"0"
"1982","8","LA BELLEZA - SANTANDER","SANTANDER",1,"0"
"1982","8","LOS ANDES - NARIÑO","NARIÑO",1,"0"
"1982","8","NEIVA - HUILA","HUILA",1,"0"
"1982","8","PUERTO RICO - META","META",1,"0"
"1982","8","SAN ALBERTO - CESAR","CESAR",1,"0"
"1982","8","SAN VICENTE DE CHUCURI - SANTANDER","SANTANDER",1,"0"
"1982","8","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",2,"0"
"1982","8","VALLEDUPAR - CESAR","CESAR",2,"0"
"1982","9","AGUACHICA - CESAR","CESAR",1,"0"
"1982","9","CALAMAR - GUAVIARE","GUAVIARE",1,"0"
"1982","9","CIMITARRA - SANTANDER","SANTANDER",2,"0"
"1982","9","GACHALA - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"1982","9","GACHETA - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"1982","9","LA PINTADA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","9","MEDELLIN - ANTIOQUIA","ANTIOQUIA",2,"0"
"1982","9","MOCOA - PUTUMAYO","PUTUMAYO",1,"0"
"1982","9","PUERTO NARE - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","9","SARAVENA - ARAUCA","ARAUCA",3,"1"
"1982","9","TURBO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","9","VISTAHERMOSA - META","META",3,"1"
"1982","10","CIMITARRA - SANTANDER","SANTANDER",1,"0"
"1982","10","CURUMANI - CESAR","CESAR",1,"0"
"1982","10","FLORENCIA - CAQUETA","CAQUETA",1,"0"
"1982","10","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","10","PUERTO NARE - ANTIOQUIA","ANTIOQUIA",2,"0"
"1982","10","SAN JOSE DEL GUAVIARE - GUAVIARE","GUAVIARE",7,"1"
"1982","10","SAN SEBASTIAN DE MARIQUITA - TOLIMA","TOLIMA",1,"0"
"1982","11","FLORENCIA - CAQUETA","CAQUETA",3,"1"
"1982","11","IBAGUE - TOLIMA","TOLIMA",1,"0"
"1982","11","MEDELLIN - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","11","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",2,"0"
"1982","11","PUERTO LEGUIZAMO - PUTUMAYO","PUTUMAYO",1,"0"
"1982","11","PUERTO LOPEZ - META","META",1,"0"
"1982","11","SAMANA - CALDAS","CALDAS",2,"0"
"1982","11","SAN FRANCISCO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","11","SAN JOSE DEL FRAGUA - CAQUETA","CAQUETA",1,"0"
"1982","11","SAN JOSE DEL GUAVIARE - GUAVIARE","GUAVIARE",2,"0"
"1982","11","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1982","11","VILLAVICENCIO - META","META",1,"0"
"1982","12","BOGOTA, D.C. - BOGOTA, D. C.","BOGOTA, D. C.",4,"1"
"1982","12","CIMITARRA - SANTANDER","SANTANDER",1,"0"
"1982","12","EL COPEY - CESAR","CESAR",1,"0"
"1982","12","GUARANDA - SUCRE","SUCRE",2,"0"
"1982","12","MEDELLIN - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","12","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1982","12","PUERTO WILCHES - SANTANDER","SANTANDER",3,"1"
"1982","12","SABANA DE TORRES - SANTANDER","SANTANDER",1,"0"
"1982","12","TRUJILLO - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1983","0","APARTADO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","0","ARAUQUITA - ARAUCA","ARAUCA",1,"0"
"1983","0","HONDA - TOLIMA","TOLIMA",1,"0"
"1983","0","LA MONTAÑITA - CAQUETA","CAQUETA",1,"0"
"1983","0","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","0","SAN ANDRES DE CUERQUIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","0","SAN CARLOS - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","0","TURBO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","0","VICTORIA - CALDAS","CALDAS",1,"0"
"1983","0","VITERBO - CALDAS","CALDAS",2,"0"
"1983","0","YACOPI - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"1983","0","ZONA BANANERA - MAGDALENA","MAGDALENA",1,"0"
"1983","1","ACANDI - CHOCO","CHOCO",1,"0"
"1983","1","ACEVEDO - HUILA","HUILA",1,"0"
"1983","1","ARAUQUITA - ARAUCA","ARAUCA",3,"1"
"1983","1","ARGELIA - CAUCA","CAUCA",1,"0"
"1983","1","BELLO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","1","BOGOTA, D.C. - BOGOTA, D. C.","BOGOTA, D. C.",1,"0"
"1983","1","BUCARAMANGA - SANTANDER","SANTANDER",2,"0"
"1983","1","CARTAGENA DEL CHAIRA - CAQUETA","CAQUETA",2,"0"
"1983","1","CIMITARRA - SANTANDER","SANTANDER",1,"0"
"1983","1","CISNEROS - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","1","EL DONCELLO - CAQUETA","CAQUETA",1,"0"
"1983","1","EL TAMBO - NARIÑO","NARIÑO",1,"0"
"1983","1","FRONTINO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","1","MAPIRIPAN - META","META",1,"0"
"1983","1","MEDELLIN - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","1","PASTO - NARIÑO","NARIÑO",1,"0"
"1983","1","PATIA - CAUCA","CAUCA",2,"0"
"1983","1","POPAYAN - CAUCA","CAUCA",1,"0"
"1983","1","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","1","PUERTO CONCORDIA - META","META",1,"0"
"1983","1","PUERTO RICO - CAQUETA","CAQUETA",1,"0"
"1983","1","REMEDIOS - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","1","SAN MARTIN - META","META",1,"0"
"1983","1","SAN SEBASTIAN - CAUCA","CAUCA",1,"0"
"1983","1","SANTO DOMINGO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","1","TUNJA - BOYACA","BOYACA",1,"0"
"1983","1","TURBO - ANTIOQUIA","ANTIOQUIA",3,"1"
"1983","1","VIOTA - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"1983","1","VISTAHERMOSA - META","META",1,"0"
"1983","1","ZIPAQUIRA - CUNDINAMARCA","CUNDINAMARCA",6,"1"
"1983","2","BARRANCABERMEJA - SANTANDER","SANTANDER",1,"0"
"1983","2","BUCARAMANGA - SANTANDER","SANTANDER",1,"0"
"1983","2","CHIGORODO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","2","FLORENCIA - CAQUETA","CAQUETA",1,"0"
"1983","2","MOCOA - PUTUMAYO","PUTUMAYO",1,"0"
"1983","2","MONTELIBANO - CORDOBA","CORDOBA",2,"0"
"1983","2","MONTERIA - CORDOBA","CORDOBA",1,"0"
"1983","2","NEIVA - HUILA","HUILA",1,"0"
"1983","2","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",3,"1"
"1983","2","PUERTO NARE - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","2","SAN VICENTE DEL CAGUAN - CAQUETA","CAQUETA",1,"0"
"1983","2","SEGOVIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","3","BARBOSA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","3","BARRANCABERMEJA - SANTANDER","SANTANDER",1,"0"
"1983","3","CIMITARRA - SANTANDER","SANTANDER",1,"0"
"1983","3","EL COPEY - CESAR","CESAR",1,"0"
"1983","3","MEDELLIN - ANTIOQUIA","ANTIOQUIA",2,"0"
"1983","3","MUTATA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","3","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","3","SOPETRAN - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","3","URAMITA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","3","VEGACHI - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","3","VISTAHERMOSA - META","META",3,"1"
"1983","4","ARAUQUITA - ARAUCA","ARAUCA",1,"0"
"1983","4","ARBOLETES - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","4","CAJIBIO - CAUCA","CAUCA",1,"0"
"1983","4","CIMITARRA - SANTANDER","SANTANDER",3,"1"
"1983","4","EL RETORNO - GUAVIARE","GUAVIARE",1,"0"
"1983","4","FLORENCIA - CAQUETA","CAQUETA",2,"0"
"1983","4","MEDELLIN - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","4","MONTELIBANO - CORDOBA","CORDOBA",1,"0"
"1983","4","MONTERIA - CORDOBA","CORDOBA",2,"0"
"1983","4","POPAYAN - CAUCA","CAUCA",1,"0"
"1983","4","PUERTO ASIS - PUTUMAYO","PUTUMAYO",1,"0"
"1983","4","PUERTO NARE - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","4","RIOBLANCO - TOLIMA","TOLIMA",4,"1"
"1983","4","RIOHACHA - LA GUAJIRA","LA GUAJIRA",1,"0"
"1983","4","SAN ALBERTO - CESAR","CESAR",1,"0"
"1983","4","SANTA MARTA - MAGDALENA","MAGDALENA",1,"0"
"1983","4","SANTANDER DE QUILICHAO - CAUCA","CAUCA",1,"0"
"1983","4","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1983","4","TAME - ARAUCA","ARAUCA",1,"0"
"1983","4","TIERRALTA - CORDOBA","CORDOBA",1,"0"
"1983","5","BOGOTA, D.C. - BOGOTA, D. C.","BOGOTA, D. C.",1,"0"
"1983","5","BUCARAMANGA - SANTANDER","SANTANDER",1,"0"
"1983","5","CIMITARRA - SANTANDER","SANTANDER",2,"0"
"1983","5","FORTUL - ARAUCA","ARAUCA",1,"0"
"1983","5","GIGANTE - HUILA","HUILA",1,"0"
"1983","5","MONTERIA - CORDOBA","CORDOBA",1,"0"
"1983","5","PRADERA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1983","5","PUERTO ASIS - PUTUMAYO","PUTUMAYO",1,"0"
"1983","5","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",4,"1"
"1983","5","PUERTO BOYACA - BOYACA","BOYACA",1,"0"
"1983","5","PUERTO SALGAR - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"1983","5","TURBO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","6","BELEN DE LOS ANDAQUIES - CAQUETA","CAQUETA",2,"0"
"1983","6","BOGOTA, D.C. - BOGOTA, D. C.","BOGOTA, D. C.",1,"0"
"1983","6","CAREPA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","6","DABEIBA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","6","EL DONCELLO - CAQUETA","CAQUETA",2,"0"
"1983","6","GIRARDOT - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"1983","6","LA VICTORIA - VALLE DEL CAUCA","VALLE DEL CAUCA",3,"1"
"1983","6","LA VIRGINIA - RISARALDA","RISARALDA",2,"0"
"1983","6","MEDELLIN - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","6","NEIVA - HUILA","HUILA",2,"0"
"1983","6","PITALITO - HUILA","HUILA",4,"1"
"1983","6","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",2,"0"
"1983","6","PUERTO TRIUNFO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","6","SAN ALBERTO - CESAR","CESAR",1,"0"
"1983","6","SARAVENA - ARAUCA","ARAUCA",1,"0"
"1983","6","SEGOVIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","6","TARAZA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1983","7","BOGOTA, D.C. - BOGOTA, D. C.","BOGOTA, D. C.",5,"1"
"1983","7","CARTAGENA DE INDIAS - BOLIVAR","BOLIVAR",1,"0"
"1983","7","FLORENCIA - CAQUETA","CAQUETA",1,"0"
"1983","7","MACEO - ANTIOQUIA","ANTIOQUIA",4,"1"
"1983","7","MONTERIA - CORDOBA","CORDOBA",2,"0"
"1983","7","PELAYA - CESAR","CESAR",1,"0"
"1983","7","PINILLOS - BOLIVAR","BOLIVAR",1,"0"
